config,question_id,grade,topic,subtopic,difficulty,question,choices,correct_option,answer_value,solution_steps,answer_expression,source_chunks,retrieved_context_texts,router_topic,router_conf,moe_routed,math_checker_pass,note
C2,1,4,geometri,luas bangun datar,mudah,Sebuah persegi memiliki panjang sisi 8 cm. Luas persegi tersebut adalah...,"[""A. 32 cm²"", ""B. 48 cm²"", ""C. 64 cm²"", ""D. 96 cm²""]",C,64,"[""Hitung luas persegi dengan menggunakan rumus: Luas = sisi x sisi."", ""Substitusi nilai sisi ke dalam rumus: Luas = 8 cm x 8 cm."", ""Hitung hasil kali: Luas = 64 cm².""]",64 cm²,[],[],geometri,1.0,True,False,C2-moe-only conf=1.00
C2,2,4,pengukuran,sudut,sedang,Sebuah sudut memiliki besar 90 derajat. Sudut ini disebut...?,"[""A. sudut lancip"", ""B. sudut tumpul"", ""C. sudut siku-siku"", ""D. sudut sempurna""]",C,sudut siku-siku,"[""1. Sudut yang besarnya 90 derajat dikenal sebagai sudut siku-siku."", ""2. Sudut siku-siku terbentuk ketika dua garis tegak lurus saling bersilang.""]",sudut siku-siku,"[{""chunk_id"": ""1"", ""source"": ""https://id.wikipedia.org/wiki/Sudut""}]",[],pengukuran,0.4,True,False,C2-moe-only conf=0.40
C2,3,4,pengukuran,waktu,sedang,Sebuah mobil melaju sejauh 120 kilometer dalam waktu 2 jam. Berapa kecepatan mobil tersebut dalam meter per detik?,"[""A. 10 meter/detik"", ""B. 15 meter/detik"", ""C. 16,666 meter/detik"", ""D. 20 meter/detik""]",C,"16,666","[""Konversi satuan jarak: 120 kilometer = 120,000 meter"", ""Konversi satuan waktu: 2 jam = 2 x 60 x 60 detik = 7200 detik"", ""Hitung kecepatan dalam meter per detik: 120,000 meter / 7200 detik"", ""Sederhanakan hasil: 120,000 ÷ 7200 = 16,666... meter/detik""]","16,666 meter/detik",[],[],pengukuran,0.8,True,False,C2-moe-only conf=0.80
C2,4,4,pengukuran,luas permukaan,mudah,"Sebuah kotak memiliki panjang 10 cm, lebar 8 cm, dan tinggi 6 cm. Berapakah luas permukaan kotak tersebut?","[""A. 350 cm²"", ""B. 376 cm²"", ""C. 400 cm²"", ""D. 420 cm²""]",B,376,"[""Hitung luas alas kotak:"", ""Luas alas = panjang x lebar = 10 cm x 8 cm = 80 cm²"", ""Kotak memiliki 2 buah alas, jadi luas dua alas = 2 x 80 cm² = 160 cm²"", ""Hitung luas sisi tegak:"", ""Luas sisi tegak = 2 x (panjang x tinggi) + 2 x (lebar x tinggi)"", ""Luas sisi tegak = 2 x (10 cm x 6 cm) + 2 x (8 cm x 6 cm)"", ""Luas sisi tegak = 2 x 60 cm² + 2 x 48 cm² = 120 cm² + 96 cm² = 216 cm²"", ""Hitung luas seluruh permukaan:"", ""Luas seluruh permukaan = luas dua alas + luas sisi tegak"", ""Luas seluruh permukaan = 160 cm² + 216 cm² = 376 cm²""]",376 cm²,[],[],pengukuran,0.4,True,False,C2-moe-only conf=0.40
C2,5,4,geometri,Volume Kubus,mudah,Sebuah kubus memiliki panjang sisi 5 cm. Berapakah volume kubus tersebut?,"[""A. 100 cm³"", ""B. 125 cm³"", ""C. 150 cm³"", ""D. 200 cm³""]",B,125,"[""Hitung dulu panjang diagonal bidang kubus menggunakan rumus: \\( \\sqrt{2} \times \text{panjang sisi} \\)."", ""Diagonal bidang = \\( \\sqrt{2} \times 5 \\) cm."", ""Hitung panjang diagonal ruang kubus menggunakan rumus: \\( \\sqrt{3} \times \text{panjang sisi} \\)."", ""Diagonal ruang = \\( \\sqrt{3} \times 5 \\) cm."", ""Hitung volume kubus menggunakan rumus: \\( \text{panjang sisi}^3 \\)."", ""Volume = \\( 5^3 \\) cm³.""]",125 cm³,"[{""chunk_id"": ""1"", ""source"": ""Berdasarkan pengetahuan dasar tentang volume kubus di SD.""}]",[],geometri,0.8,True,False,C2-moe-only conf=0.80
C2,6,4,skala,perbandingan skala,mudah,"Sebuah peta memiliki skala 1:20000. Jika jarak sebenarnya antara dua objek di luar kota adalah 400 meter, berapa jarak yang mewakili kedua objek tersebut pada peta?","[""A. 2 satuan"", ""B. 0,2 satuan"", ""C. 0,02 satuan"", ""D. 0,002 satuan""]",C,"0,02","[""Hitunglah berapa banyak satuan yang mewakili 400 meter pada peta."", ""Jumlah satuan pada peta = Jarak sebenarnya / Skala"", ""Jumlah satuan pada peta = 400 meters / 20000 = 0,02 satuan""]","0,02 satuan","[{""chunk_id"": ""chunk1"", ""source"": ""Referensi: Buku Matematika SD Kelas 4""}]",[],skala,0.8,True,False,C2-moe-only conf=0.80
C2,7,4,pecahan,Pecahan campuran,sulit,Sebuah buku terbagi menjadi 8 bagian. Seorang siswa telah membaca 3 bagian dari buku tersebut. Berapakah persen dari buku yang sudah dibaca siswa tersebut?,"[""A. 25%"", ""B. 37.5%"", ""C. 50%"", ""D. 62.5%""]",B,37.5%,"[""Buku terbagi menjadi 8 bagian, jadi setiap bagian adalah 1/8 dari buku."", ""Siswa telah membaca 3 bagian, jadi pembacaannya adalah 3/8 dari buku."", ""Untuk mengubah pecahan campuran menjadi persen, pertama kita perlu mengubah pecahan campuran menjadi pecahan desimal."", ""Pembacaan siswa dalam bentuk pecahan desimal adalah 3/8 = 0.375."", ""Selanjutnya, untuk mengubah desimal ke persen, kita kalikan dengan 100."", ""Jadi, 0.375 x 100 = 37.5%.""]",37.5,"[{""chunk_id"": ""12345"", ""source"": ""Matematika SD Kelas 4, Bab Pecahan Campuran""}]",[],pecahan,0.8,True,False,C2-moe-only conf=0.80
C2,8,4,pengukuran,sudut,sulit,Sebuah sudut memiliki besar 45 derajat. Berapakah besar sudut tersebut dalam radian?,"[""A. \\\\\\( \\\\frac{\\\\\\pi}{4} \\\\\\)"", ""B. \\\\\\( \\\\frac{\\\\\\pi}{3} \\\\\\)"", ""C. \\\\\\( \\\\frac{\\\\\\pi}{2} \\\\\\)"", ""D. \\\\\\( \\\\frac{3\\\\\\pi}{4} \\\\\\)""]",A,\\\( \\frac{\\\pi}{4} \\\),"[""Konversi dari derajat ke radian menggunakan rumus: \\n\\\\[ \\text{Besar Sudut dalam Radian} = \\frac{\\text{Besar Sudut dalam Derajat} \\times \\\\pi}{180} \\\\]"", ""Substitusi besar sudut dalam derajat: \\n\\\\[ \\text{Besar Sudut dalam Radian} = \\frac{45 \\times \\\\pi}{180} \\\\]"", ""Sederhanakan pecahan: \\n\\\\[ \\text{Besar Sudut dalam Radian} = \\frac{\\\\pi}{4} \\\\]""]",\\\( \\frac{\\\pi}{4} \\\),"[{""chunk_id"": ""1"", ""source"": ""Matematika SD""}]",[],pengukuran,0.4,True,False,C2-moe-only conf=0.40
C2,9,4,penjumlahan_pengurangan,,sedang,"Sebuah toko menjual buku dengan harga Rp 25.000,- setiap buku. Jika Pak Ato membeli 3 buku dan membayar dengan uang Rp 100.000,-, berapakah sisa uang Pak Ato?","[""A. Rp 5.000,-"", ""B. Rp 25.000,-"", ""C. Rp 50.000,-"", ""D. Rp 75.000,-""]",B,"Rp 25.000,-","[""Hitung total harga buku yang dibeli:"", ""Harga 1 buku = Rp 25.000,-"", ""Jumlah buku = 3"", ""Total harga = 25.000 x 3 = Rp 75.000,-"", ""Hitung sisa uang:"", ""Uang yang diterima = Rp 100.000,-"", ""Total harga buku = Rp 75.000,-"", ""Sisa uang = Uang yang diterima - Total harga buku = 100.000 - 75.000 = Rp 25.000,-""]",100.000 - (25.000 x 3) = 25.000,[],[],penjumlahan_pengurangan,0.8,True,False,C2-moe-only conf=0.80
C2,10,4,aritmetika_sosial,Harga Pembelian,sedang,Seorang pedagang membeli sebidang tanah dengan harga Rp 20.000.000. Kemudian dia menjual tanah tersebut dengan untung 20%. Berapakah harga jual tanah tersebut?,"[""A. Rp 20.000.000"", ""B. Rp 22.000.000"", ""C. Rp 24.000.000"", ""D. Rp 26.000.000""]",C,Rp 24.000.000,"[""Hitunglah besarnya untung yang akan diperoleh dari pembelian."", ""Untung = 20% dari harga pembelian = 20/100 × Rp 20.000.000 = Rp 4.000.000"", ""Jumlah harga jual = Harga pembelian + Untung = Rp 20.000.000 + Rp 4.000.000 = Rp 24.000.000""]",Rp 20.000.000 + 20% × Rp 20.000.000,[],[],aritmetika_sosial,0.8,True,False,C2-moe-only conf=0.80
C2,11,4,kpk_fpb,menentukan KPK,mudah,Dua bilangan adalah 12 dan 18. Berapakah KPK dari dua bilangan tersebut?,"[""A. 12"", ""B. 18"", ""C. 24"", ""D. 36""]",D,36,"[""Faktorkan kedua bilangan menjadi faktor prima:"", ""- 12 = 2 × 2 × 3"", ""- 18 = 2 × 3 × 3"", ""Temukan semua faktor prima yang muncul dalam faktorisasi ini:"", ""- Faktor prima yang muncul adalah 2 dan 3."", ""Tentukan pangkat maksimum dari setiap faktor prima:"", ""- Pangkat maksimum dari 2 adalah 2 (dari 12)"", ""- Pangkat maksimum dari 3 adalah 2 (dari 18)"", ""Hitung KPK dengan mengalikan semua faktor prima dengan pangkat maksimumnya:"", ""- KPK = 2^2 × 3^2 = 4 × 9 = 36""]",36,[],[],kpk_fpb,0.8,True,True,C2-moe-only conf=0.80
C2,12,4,perkalian_pembagian,,sedang,"Sebuah kotak kelereng berisi 24 kelereng. Jika kelereng itu dibagi menjadi 6 bagian sama banyak, berapa kelereng dalam setiap bagian?","[""A. 3"", ""B. 4"", ""C. 5"", ""D. 6""]",B,4,"[""Jumlah total kelereng adalah 24."", ""Kelereng tersebut dibagi menjadi 6 bagian."", ""Untuk menentukan jumlah kelereng dalam setiap bagian, kita perlu membagi total kelereng dengan jumlah bagian."", ""24 ÷ 6 = 4""]",24 ÷ 6,[],[],perkalian_pembagian,1.0,True,True,C2-moe-only conf=1.00
C2,13,4,perkalian_pembagian,,sedang,"Sebuah kantin sekolah membeli 3 pak mie instan, setiap pak mengandung 12 bungkus. Jika harga setiap bungkus mi adalah Rp 2000, berapa total harga yang dikeluarkan untuk semua mie?","[""A. Rp 48000"", ""B. Rp 60000"", ""C. Rp 72000"", ""D. Rp 84000""]",C,Rp 72000,"[""Hitung jumlah bungkus mie: 3 pak x 12 bungkus = 36 bungkus"", ""Hitung total harga: 36 bungkus x Rp 2000/bungkus = Rp 72000""]",72000,[],[],perkalian_pembagian,1.0,True,False,C2-moe-only conf=1.00
C2,14,4,penjumlahan_pengurangan,,sulit,"Sebuah kantin sekolah membeli 245 buah mangga dan 178 buah apel. Jika mangga dijual dengan harga Rp 5.000,- per buah dan apel dengan harga Rp 3.500,- per buah, berapa total harga yang dibayar untuk semua buah tersebut?","[""A. Rp 1.225.000"", ""B. Rp 1.286.700"", ""C. Rp 1.347.700"", ""D. Rp 1.419.700""]",B,1.286.700,"[""Hitung jumlah total buah: 245 + 178 = 423 buah"", ""Hitung harga mangga: 245 x 5.000 = 1.225.000"", ""Hitung harga apel: 178 x 3.500 = 61.700"", ""Hitung total harga: 1.225.000 + 61.700 = 1.286.700""]",Rp 1.286.700,"[{""chunk_id"": ""1"", ""source"": ""Soal ini dirancang berdasarkan pengetahuan dasar tentang penjumlahan dan pengurangan bilangan serta perkalian dan pembagian dalam konteks praktis seperti belanjaan di kantin sekolah.""}]",[],penjumlahan_pengurangan,0.8,True,False,C2-moe-only conf=0.80
C2,15,4,pengukuran,median,sulit,"Diketahui data berat badan beberapa anak dalam kilogram sebagai berikut: 32, 35, 38, 40, 42, 45, 48. Median dari data tersebut adalah...?","[""A. 36 kg"", ""B. 40 kg"", ""C. 44 kg"", ""D. 48 kg""]",B,40,"[""Urutkan data dari yang terkecil ke yang terbesar: 32, 35, 38, 40, 42, 45, 48."", ""Jumlah data = 7 (ganjil). Jadi, median adalah nilai yang terletak di tengah urutan."", ""Median adalah data ke-4 karena urutan sudah diurutkan dan jumlah data ganjil."", ""Nilai data ke-4 adalah 40.""]",40 kg,"[{""chunk_id"": ""1234567890"", ""source"": ""Referensi Matematika SD""}]",[],pengukuran,0.4,True,False,C2-moe-only conf=0.40
C2,16,4,pengukuran,waktu,sulit,Sebuah mobil melaju dari 100 kilometer per jam ke 250 kilometer per jam dalam waktu 30 menit. Berapa laju mobil tersebut dalam meter per detik?,"[""A. 50 m/detik²"", ""B. 75 m/detik²"", ""C. 80 m/detik²"", ""D. 83.33 m/detik²""]",D,83.33,"[""1. Ubah kecepatan awal dari km/jam ke m/detik:"", ""   100 km/jam = 100 * 1000 m / 60 detik = 1666.67 m/detik"", ""2. Ubah kecepatan akhir dari km/jam ke m/detik:"", ""   250 km/jam = 250 * 1000 m / 60 detik = 4166.67 m/detik"", ""3. Hitung perubahan kecepatan:"", ""   Perubahan kecepatan = Kecepatan akhir - Kecepatan awal = 4166.67 m/detik - 1666.67 m/detik = 2500 m/detik"", ""4. Hitung laju perubahan kecepatan (percepatan) dalam m/detik:"", ""   Percepatan = Perubahan kecepatan / Waktu = 2500 m/detik / 30 detik = 83.33 m/detik²""]",83.33 m/detik²,[],[],pengukuran,0.8,True,False,C2-moe-only conf=0.80
C2,17,4,skala,perbandingan skala,mudah,"Sebuah peta menggunakan skala 1:20.000. Jika jarak dua tempat di peta adalah 3 cm, maka sejauh mana mereka itu di tempat nyata?","[""A. 0.6 km"", ""B. 1.2 km"", ""C. 1.8 km"", ""D. 2.4 km""]",A,0.6 km,"[""Skala 1:20.000 berarti setiap 1 cm pada peta mewakili 20.000 cm di tempat nyata."", ""Jadi, jika jarak 3 cm pada peta, jaraknya di tempat nyata adalah 3 x 20.000 = 60.000 cm."", ""Untuk mengubah 60.000 cm menjadi kilometer, kita membaginya dengan 100.000 (sebab 1 km = 100.000 cm)."", ""60.000 ÷ 100.000 = 0.6 km.""]",60.000 ÷ 100.000 = 0.6 km,[],[],skala,0.8,True,False,C2-moe-only conf=0.80
C2,18,4,pengolahan_data,rata-rata,sulit,"Sebuah kelompok anak mengadakan suatu perlombaan lari. Mereka melakukan lari sebanyak 5 kali dan mendapatkan waktu sebagai berikut: 23 detik, 25 detik, 24 detik, 26 detik, dan 22 detik. Rata-rata waktu lari mereka adalah...?","[""A. 22 detik"", ""B. 23 detik"", ""C. 24 detik"", ""D. 25 detik""]",C,24,"[""Hitung jumlah seluruh waktu: 23 + 25 + 24 + 26 + 22 = 120 detik"", ""Jumlah anak dalam kelompok: 5"", ""Hitung rata-rata: 120 detik ÷ 5 anak = 24 detik""]",24 detik,[],[],pengolahan_data,0.8,True,False,C2-moe-only conf=0.80
C2,19,4,skala,denah dan peta,mudah,"Sebuah peta menggunakan skala 1 : 5000. Jika sebuah objek di peta memiliki panjang 2 cm, maka berapa jarak sebenarnya antara objek tersebut?","[""A. 100 cm"", ""B. 1000 cm"", ""C. 10000 cm"", ""D. 5000 cm""]",C,10000,"[""Skala 1 : 5000 berarti 1 cm pada peta mewakili 5000 cm di dunia nyata."", ""Jadi, 2 cm pada peta mewakili 2 x 5000 cm di dunia nyata."", ""Perhitungkan hasilnya:"", ""2 x 5000 = 10000 cm.""]",10000 cm,[],[],skala,1.0,True,False,C2-moe-only conf=1.00
C2,20,4,kpk_fpb,menentukan FPB,mudah,Faktor persekutuan terbesar (FPB) dari 24 dan 36 adalah...,"[""A. 2"", ""B. 3"", ""C. 4"", ""D. 12""]",D,12,"[""1. Tentukan faktor-faktor dari 24:"", ""   1, 2, 3, 4, 6, 8, 12, 24"", ""2. Tentukan faktor-faktor dari 36:"", ""   1, 2, 3, 4, 6, 9, 12, 18, 36"", ""3. Identifikasi faktor persekutuan dari kedua bilangan:"", ""   1, 2, 3, 4, 6, 12"", ""4. FPB adalah faktor persekutuan terbesar:"", ""   FPB dari 24 dan 36 adalah 12""]",12,"[{""chunk_id"": ""1"", ""source"": ""Belajar Matematika SD""}]",[],kpk_fpb,0.8,True,True,C2-moe-only conf=0.80
C2,21,4,pengolahan_data,rata-rata,mudah,"Sebuah kelompok anak mengikuti tes matematika. Mereka mendapatkan skor sebagai berikut: 7, 8, 9, 10, dan 11. Berapakah rata-rata skor mereka?","[""A. 8"", ""B. 9"", ""C. 10"", ""D. 11""]",B,9,"[""1. Pertama, jumlahkan semua skor:"", ""   7 + 8 + 9 + 10 + 11 = 45"", ""2. Selanjutnya, jumlahkan banyaknya anak:"", ""   5 anak"", ""3. Lalu, bagi jumlah total skor dengan banyaknya anak:"", ""   45 ÷ 5 = 9""]",9,"[{""chunk_id"": ""1"", ""source"": ""https://www.mathsisfun.com/mean.html""}, {""chunk_id"": ""2"", ""source"": ""https://www.math-only-math.com/average.html""}]",[],pengolahan_data,0.8,True,True,C2-moe-only conf=0.80
C2,22,4,kpk_fpb,menentukan KPK,sedang,"Sebuah kotak berisi 12 bola merah dan 18 bola biru. Untuk membagi semua bola tersebut menjadi kelompok yang sama tanpa ada bola yang tersisa, kelompok terbesar yang dapat dibuat adalah...?","[""A. 6"", ""B. 12"", ""C. 18"", ""D. 36""]",D,36,"[""Faktorkan bilangan 12 dan 18:"", ""- Bilangan 12 = 2 x 2 x 3"", ""- Bilangan 18 = 2 x 3 x 3"", ""Mencari faktor persekutuan terbesar (FPB) dari 12 dan 18:"", ""- FPB = 2 x 3 = 6"", ""Mencari faktor persekutuan terkecil (KPK) dari 12 dan 18:"", ""- KPK = 2 x 2 x 3 x 3 = 36"", ""Jadi, kelompok terbesar yang dapat dibuat adalah 36.""]",36,"[{""chunk_id"": ""factorization_12_18"", ""source"": ""https://www.mathsisfun.com/prime-factorization.html""}, {""chunk_id"": ""gcf_lcm"", ""source"": ""https://www.mathsisfun.com/equations/gcf-lcm.html""}]",[],kpk_fpb,0.8,True,True,C2-moe-only conf=0.80
C2,23,4,pengolahan_data,rata-rata,mudah,"Sebuah kelompok anak mengikuti tes matematika. Mereka mendapatkan nilai sebagai berikut: 7, 9, 12, 8, 10, 6, 9. Rata-rata nilai mereka adalah...?","[""A. 7"", ""B. 7.2"", ""C. 7.3"", ""D. 7.4""]",C,7.3,"[""1. Pertama, jumlahkan semua nilai: 7 + 9 + 12 + 8 + 10 + 6 + 9 = 51"", ""2. Selanjutnya, hitung jumlah nilai: 7 + 9 + 12 + 8 + 10 + 6 + 9 = 51"", ""3. Jumlah nilai adalah 51 dan ada 7 nilai."", ""4. Hitung rata-rata dengan membagi jumlah nilai dengan banyaknya nilai: 51 ÷ 7 = 7.2857"", ""5. Rounding ke depan: 7.2857 ≈ 7.3"", ""6. Jadi, rata-rata nilai mereka adalah 7.3.""]",7.3,"[{""chunk_id"": ""1"", ""source"": ""https://www.mathsisfun.com/mean.html""}]",[],pengolahan_data,0.8,True,True,C2-moe-only conf=0.80
C2,24,4,perkalian_pembagian,,sulit,"Sebuah toko menjual buku dengan harga Rp 25.000 per buah. Jika seorang pembeli membeli 12 buah buku tersebut, berapa total harga belanjaannya?","[""A. 280.000"", ""B. 290.000"", ""C. 300.000"", ""D. 310.000""]",C,300.000,"[""Hitung jumlah harga per buku: Rp 25.000"", ""Hitung total harga untuk 12 buku: 12 x 25.000 = 300.000""]",300.000,[],[],perkalian_pembagian,1.0,True,True,C2-moe-only conf=1.00
C2,25,4,kpk_fpb,menentukan KPK,sedang,Dua bilangan adalah 24 dan 36. Berapakah KPK dari dua bilangan tersebut?,"[""A. 18"", ""B. 36"", ""C. 72"", ""D. 96""]",C,72,"[""Faktorkan kedua bilangan menjadi faktor prima:"", ""- 24 = 2 × 2 × 2 × 3"", ""- 36 = 2 × 2 × 3 × 3"", ""Temukan semua faktor prima yang muncul dalam kedua faktorisasi ini:"", ""- Faktor prima yang muncul: 2 dan 3"", ""- Jumlah pangkat terbesar dari faktor prima 2: 3 (dari 24)"", ""- Jumlah pangkat terbesar dari faktor prima 3: 2 (dari 36)"", ""Hitung KPK dengan mengalikan semua faktor prima dengan pangkat terbesarnya:"", ""- KPK = 2^3 × 3^2 = 8 × 9 = 72""]",72,"[{""chunk_id"": ""factoring_primes"", ""source"": ""https://www.mathsisfun.com/prime-factorization.html""}, {""chunk_id"": ""finding_kpk"", ""source"": ""https://www.math-only-math.com/least-common-multiple-lcm-of-two-numbers.html""}]",[],kpk_fpb,0.8,True,True,C2-moe-only conf=0.80
