config,question_id,grade,topic,subtopic,difficulty,question,choices,correct_option,answer_value,solution_steps,answer_expression,source_chunks,retrieved_context_texts,router_topic,router_conf,moe_routed,math_checker_pass,note
C0,1,4,Pecahan,Pecahan Senilai,sulit,Pecahan 2/3 dan x/6 senilai. Tentukan nilai x!,"[""A. 2"", ""B. 3"", ""C. 4"", ""D. 5""]",C,4,"[""Langkah pertama, kita perlu memahami bahwa pecahan 2/3 dan x/6 sama nilainya."", ""Kita bisa membuat persamaan untuk menyelesaikan ini: 2/3 = x/6."", ""Untuk menghilangkan penyebut, kita bisa kalikan kedua sisi dengan 6: 2/3 * 6 = x."", ""Hasilnya adalah: 4 = x.""]",x = 4,"[{""chunk_id"": ""chunk1"", ""source"": ""Referensi: Sumber Belajar Matematika SD Kelas 4""}]",[],pecahan,0.0,False,False,C0-baseline
C0,2,4,penjumlahan_pengurangan,,sulit,"Sebuah toko menjual buku dengan harga Rp 25.000,- setiap buah. Jika Pak Ato membeli 3 buah buku dan membayar dengan uang sebesar Rp 85.000,-, berapakah jumlah uang yang diterima oleh toko setelah pembelian tersebut?","[""A. Rp 10.000,-"", ""B. Rp 20.000,-"", ""C. Rp 30.000,-"", ""D. Rp 40.000,-""]",A,"Rp 10.000,-","[""Hitunglah total harga buku yang dibeli oleh Pak Ato:"", ""Harga satu buku = Rp 25.000,-"", ""Jumlah buku yang dibeli = 3"", ""Total harga = 25.000 × 3 = Rp 75.000,-"", ""Hitunglah jumlah uang yang diterima oleh toko:"", ""Uang yang dibayarkan = Rp 85.000,-"", ""Uang yang diterima = Uang yang dibayarkan - Total harga buku"", ""Uang yang diterima = 85.000 - 75.000 = Rp 10.000,-""]",10.000,[],[],penjumlahan_pengurangan,0.0,False,False,C0-baseline
C0,3,4,kpk_fpb,faktor prima,sedang,Sebuah bilangan genap mempunyai faktor prima 2 dan 3. Bilangan tersebut adalah 18 atau 30? Pilihlah jawaban yang benar.,"[""A. 18"", ""B. 30"", ""C. 60"", ""D. 72""]",B,30,"[""Identifikasi faktor prima dari 18:"", ""- 18 ÷ 2 = 9"", ""- 9 ÷ 3 = 3"", ""- 3 ÷ 3 = 1"", ""Jadi, faktor prima dari 18 adalah 2 dan 3."", ""Identifikasi faktor prima dari 30:"", ""- 30 ÷ 2 = 15"", ""- 15 ÷ 3 = 5"", ""- 5 ÷ 5 = 1"", ""Jadi, faktor prima dari 30 adalah 2 dan 3."", ""Berdasarkan identifikasi faktor prima, bilangan yang mempunyai faktor prima 2 dan 3 adalah 30.""]",30,"[{""chunk_id"": ""12345"", ""source"": ""Matematika SD Kelas 4, Paket A""}]",[],kpk_fpb,0.0,False,True,C0-baseline
C0,4,4,Skala,Denah dan Peta,sedang,"Sebuah denah rumah diatur dalam skala 1 : 50. Jika panjang rumah pada denah adalah 20 cm, berapakah panjang rumah sebenarnya?","[""A. 500 cm"", ""B. 1000 cm"", ""C. 1500 cm"", ""D. 2000 cm""]",B,1000,"[""Skala 1 : 50 berarti setiap 1 cm pada denah mewakili 50 cm pada rumah sebenarnya."", ""Jadi, untuk 20 cm pada denah, panjang rumah sebenarnya adalah 20 x 50 cm."", ""Hitunglah hasil perkalian tersebut.""]",1000 cm,[],[],skala,0.0,False,False,C0-baseline
C0,5,4,kpk_fpb,menentukan KPK,mudah,Dua bilangan 12 dan 18 memiliki KPK yang sama dengan bilangan berapakah?,"[""A. 9"", ""B. 18"", ""C. 36"", ""D. 216""]",D,216,"[""KPK dari 12 dan 18 dapat dicari dengan mengalikan kedua bilangan tersebut."", ""12 x 18 = 216"", ""Jadi, KPK dari 12 dan 18 adalah 216.""]",216,"[{""chunk_id"": ""chunk1"", ""source"": ""Sumber: Belajar Matematika SD""}]",[],kpk_fpb,0.0,False,True,C0-baseline
C0,6,4,penjumlahan_pengurangan,,mudah,"Jika Eko membeli 3 buku tulis seharga Rp12.000,- dan 2 pulpen seharga Rp7.500,-, berapakah total biaya belanja Eko?","[""A. Rp10.500,-"", ""B. Rp14.000,-"", ""C. Rp18.500,-"", ""D. Rp19.500,-""]",D,"Rp19.500,-","[""Eko membeli 3 buku tulis seharga Rp12.000,-, jadi harga satu buku tulis adalah Rp12.000 / 3 = Rp4.000,-."", ""Eko juga membeli 2 pulpen seharga Rp7.500,-, jadi harga satu pulpen adalah Rp7.500 / 2 = Rp3.750,-."", ""Total biaya belanja Eko adalah harga semua buku tulis plus semua pulpen, yaitu Rp12.000 + Rp7.500 = Rp19.500.""]",12.000 + 7.500,[],[],penjumlahan_pengurangan,0.0,False,False,C0-baseline
C0,7,4,penjumlahan_pengurangan,,mudah,"Jika Bella memiliki 23 buku dan Bella memberikan 8 buku kepada Andi, berapa banyak buku yang masih dimiliki Bella?","[""A. 15"", ""B. 16"", ""C. 17"", ""D. 18""]",A,15,"[""Bella awalnya memiliki 23 buku."", ""Bella memberikan 8 buku kepada Andi."", ""Untuk mengetahui berapa banyak buku yang masih dimiliki Bella, kita kurangkan jumlah buku yang diberikan dengan jumlah buku awal."", ""23 - 8 = 15""]",15,"[{""chunk_id"": ""1"", ""source"": """"}]",[],penjumlahan_pengurangan,0.0,False,True,C0-baseline
C0,8,4,pengolahan_data,rata-rata,sulit,"Sebuah kelompok anak mengikuti tes matematika. Hasilnya adalah sebagai berikut: 7, 8, 9, 10, 11. Jika mereka mengulang tes tersebut dan mendapatkan nilai 12, apakah rata-rata nilai mereka akan naik? Tuliskan jawabannya dalam pilihan ganda.","[""A. Ya"", ""B. Tidak"", ""C. Rata-rata sama"", ""D. Data tidak cukup""]",A,Ya,"[""Rata-rata sebelum ulangan baru adalah: (7 + 8 + 9 + 10 + 11) / 5 = 9"", ""Jumlah nilai setelah ulangan baru adalah: 7 + 8 + 9 + 10 + 11 + 12 = 57"", ""Jumlah siswa tetap 5, jadi rata-rata setelah ulangan baru adalah: 57 / 5 = 11.4""]",Ya,"[{""chunk_id"": ""id1"", ""source"": ""https://www.mathsisfun.com/mean.html""}]",[],pengolahan_data,0.0,False,False,C0-baseline
C0,9,4,pengolahan_data,rata-rata,sulit,"Sebuah kelompok siswa mengumpulkan data tentang jumlah buku yang dibaca per minggu selama seminggu. Data tersebut adalah 8, 10, 12, 14, dan 16. Rata-rata jumlah buku yang dibaca per minggu oleh kelompok tersebut adalah...","[""A. 8,57"", ""B. 9,57"", ""C. 8,43"", ""D. 8,58""]",A,"8,57","[""Buatlah rangkuman data: 8, 10, 12, 14, 16"", ""Hitung jumlah seluruh data: 8 + 10 + 12 + 14 + 16 = 60"", ""Jumlah hari dalam seminggu adalah 7"", ""Hitung rata-rata: 60 ÷ 7 = 8,57 (gunakan koma)""]",60 ÷ 7,[],[],pengolahan_data,0.0,False,False,C0-baseline
C0,10,4,Pecahan,Pengurangan Pecahan,mudah,"Sebuah mangga dibagi menjadi 8 bagian. Ifi memakan 3 bagian dari mangga tersebut, sisa bagian mangga adalah...?","[""A. 3"", ""B. 4"", ""C. 5"", ""D. 6""]",C,5,"[""Mangga dibagi menjadi 8 bagian."", ""Ifi memakan 3 bagian."", ""Jadi, sisa bagian mangga adalah 8 - 3 = 5 bagian.""]",5,"[{""chunk_id"": ""ID123"", ""source"": ""Belajar Matematika SD Kelas 4""}]",[],pecahan,0.0,False,True,C0-baseline
C0,11,4,pengolahan_data,modus,sulit,"Sebuah klasemen sepak bola memiliki 10 tim. Jika modus jumlah gol setelah pertandingan adalah 3 gol, berapa banyak pertandingan di mana setiap tim mencetak 3 gol?","[""A. 12"", ""B. 15"", ""C. 18"", ""D. 30""]",D,30,"[""Modus adalah nilai yang muncul terbanyak dalam data."", ""Jika modusnya 3 gol, itu berarti ada lebih dari satu pertandingan di mana setiap tim mencetak 3 gol."", ""Jumlah total gol setelah pertandingan harus kelipatan 3, karena setiap tim mencetak 3 gol."", ""Jumlah maksimal pertandingan yang memenuhi adalah 10 (karena terdapat 10 tim)."", ""Jadi, jika ada 10 pertandingan dan setiap tim mencetak 3 gol, maka total gol adalah 10 x 3 = 30 gol.""]",10 x 3,[],[],pengolahan_data,0.0,False,False,C0-baseline
C0,12,4,pengukuran,panjang dan satuan,mudah,"Sebuah buku memiliki panjang 25 sentimeter. Jika ditulis dalam meter, berapakah panjang buku tersebut?","[""A. 0.25 meter"", ""B. 2.5 meter"", ""C. 25 meter"", ""D. 250 meter""]",A,0.25,"[""Buku memiliki panjang 25 sentimeter."", ""Satuan sentimeter bisa diubah menjadi meter melalui perbandingan."", ""1 meter = 100 sentimeter."", ""Jadi, untuk mengubah 25 sentimeter ke meter, kita membagi 25 dengan 100."", ""25 ÷ 100 = 0.25 meter.""]",0.25 meter,[],[],pengukuran,0.0,False,False,C0-baseline
